rule,split,horizon_weeks,count,sample_status,mean_gross_return_pct,median_gross_return_pct,std_gross_return_pct,win_rate,mean_net_return_pct_0bps,win_rate_net_0bps,mean_spy_return_pct,mean_net_return_pct_10bps,win_rate_net_10bps,mean_net_return_pct_25bps,win_rate_net_25bps,ticker,cohort
baseline,development,13,22,sufficient_sample,2.8273316344311556,1.5137175960637128,6.384901914389326,0.6363636363636364,2.8273316344311556,0.6363636363636364,3.5406744192045747,2.6218824203763607,0.6363636363636364,2.3144771125636816,0.5909090909090909,JNJ,stock
baseline,holdout,13,16,insufficient_sample,1.4169543067004235,1.7025249542531484,7.37796247940537,0.5625,1.4169543067004235,0.5625,2.912381393266462,1.214323029364366,0.5625,0.911134085719379,0.5625,JNJ,stock
baseline,validation,13,12,insufficient_sample,2.227552092314116,2.734726754545791,5.475130976738707,0.5833333333333334,2.227552092314116,0.5833333333333334,3.5679063659564814,2.023301238982834,0.5833333333333334,1.7176889896093155,0.5833333333333334,JNJ,stock
candidate,development,13,23,sufficient_sample,3.1386278130734,1.1852816575854686,6.397803415762634,0.6521739130434783,3.1386278130734,0.6521739130434783,2.9823767766942724,2.9325566286317057,0.6521739130434783,2.6242206918111965,0.6521739130434783,JNJ,stock
candidate,holdout,13,16,insufficient_sample,1.280361815604999,0.6927125739512041,7.41345908193384,0.5,1.280361815604999,0.5,3.4069986865814097,1.0780034503390656,0.5,0.7752228539311652,0.5,JNJ,stock
candidate,validation,13,13,insufficient_sample,1.8379307503858624,0.5781502012593753,5.430726384356791,0.5384615384615384,1.8379307503858624,0.5384615384615384,3.625999117052793,1.6344583612742174,0.5384615384615384,1.3300108962692325,0.5384615384615384,JNJ,stock
baseline,development,13,20,sufficient_sample,4.009179947003166,2.9191481769661687,10.292596862545473,0.7,4.009179947003166,0.7,2.7584146006071997,3.801369397658513,0.7,3.49043091983608,0.65,JPM,stock
baseline,holdout,13,15,insufficient_sample,7.659823022078403,6.567718839895753,8.923971683543435,0.8,7.659823022078403,0.8,5.132523367044814,7.444718480575762,0.8,7.122866298776276,0.8,JPM,stock
baseline,validation,13,11,insufficient_sample,2.2590461790092613,4.462682102360094,11.287835349184364,0.6363636363636364,2.2590461790092613,0.6363636363636364,2.4398563191695946,2.054732400429825,0.6363636363636364,1.7490259985653365,0.6363636363636364,JPM,stock
candidate,development,13,23,sufficient_sample,3.0715681220313846,2.2839573708537175,9.637240207005119,0.6086956521739131,3.0715681220313846,0.6086956521739131,2.850161027977326,2.865630922986377,0.6086956521739131,2.557495463068648,0.6086956521739131,JPM,stock
candidate,holdout,13,16,insufficient_sample,4.978808519388966,5.278277965996036,11.26907550067854,0.625,4.978808519388966,0.625,3.760992665411817,4.769060650219371,0.625,4.4552234394917765,0.625,JPM,stock
candidate,validation,13,12,insufficient_sample,3.0736850474351787,2.0633149576573473,10.936860972894495,0.5,3.0736850474351787,0.5,4.00932239969939,2.8677436187689787,0.5,2.5596018302410015,0.5,JPM,stock
baseline,development,13,22,sufficient_sample,2.2490542634862525,3.01215466211604,4.620765193603308,0.6818181818181818,2.2490542634862525,0.6818181818181818,2.3530735135825394,2.0447604487740065,0.6818181818181818,1.7390839180324706,0.6363636363636364,KO,stock
baseline,holdout,13,15,insufficient_sample,2.324834491734158,0.12919342657686794,6.4444361066699685,0.5333333333333333,2.324834491734158,0.5333333333333333,3.139921897754265,2.1203892679744607,0.4666666666666667,1.8144861900297613,0.4,KO,stock
baseline,validation,13,12,insufficient_sample,2.443491820945226,2.233257437241476,5.732982071303666,0.75,2.443491820945226,0.75,3.208253838195695,2.238809519604683,0.75,1.9325517121125901,0.75,KO,stock
candidate,development,13,23,sufficient_sample,2.599941471333207,2.9189441160147434,4.187716888780401,0.8260869565217391,2.599941471333207,0.8260869565217391,2.891415276186952,2.394946583278604,0.8260869565217391,2.0882210649924073,0.6956521739130435,KO,stock
candidate,holdout,13,16,insufficient_sample,3.0838139094625108,1.1110320320694922,6.833874103415683,0.625,3.0838139094625108,0.625,3.83901849883575,2.877852243309752,0.625,2.569680174253233,0.5625,KO,stock
