rule,split,horizon_weeks,count,mean_gross_return_pct,median_gross_return_pct,std_gross_return_pct,win_rate,mean_net_return_pct_0bps,win_rate_net_0bps,mean_spy_return_pct,mean_net_return_pct_5bps,win_rate_net_5bps,mean_net_return_pct_10bps,win_rate_net_10bps,mean_net_return_pct_25bps,win_rate_net_25bps,ticker,cohort
baseline,holdout,13,12,6.569240899583573,4.394120292028026,11.389098786698113,0.9166666666666666,6.569240899583573,0.9166666666666666,5.841782743451854,6.462724916675454,0.9166666666666666,6.356315343340662,0.9166666666666666,6.0377234886130955,0.8333333333333334,AMZN,stock
baseline,validation,13,11,8.647970441020444,7.727885069366769,16.95645985370908,0.6363636363636364,8.647970441020444,0.6363636363636364,1.468930049848282,8.539376767416236,0.6363636363636364,8.430891579000434,0.6363636363636364,8.106085301663747,0.6363636363636364,AMZN,stock
candidate,development,13,23,8.068578316183325,8.285894559192574,16.34231931547774,0.782608695652174,8.068578316183325,0.782608695652174,3.7477699703038168,7.960563745152671,0.782608695652174,7.852657080786369,0.782608695652174,7.529582913110102,0.782608695652174,AMZN,stock
candidate,holdout,13,14,3.1304566079530827,5.59513270968176,15.260225099207771,0.7142857142857143,3.1304566079530827,0.7142857142857143,4.3474107073486845,3.0273776908037155,0.7142857142857143,2.924401749595542,0.7142857142857143,2.6160902408311353,0.6428571428571429,AMZN,stock
candidate,validation,13,13,10.723460122372547,4.1761072658990095,14.144759570457767,0.6153846153846154,10.723460122372547,0.6153846153846154,2.560858809526263,10.612791996313215,0.6153846153846154,10.502234427822364,0.6153846153846154,10.171223413532793,0.6153846153846154,AMZN,stock
baseline,development,13,17,3.74127511541218,0.2547364355772297,15.606525390474122,0.5294117647058824,3.74127511541218,0.5294117647058824,2.277547555064843,3.637585685011982,0.5294117647058824,3.533999840456324,0.5294117647058824,3.223862271943804,0.4117647058823529,BAC,stock
baseline,holdout,13,14,0.8878572603187146,4.216447434844195,14.970931905275274,0.5714285714285714,0.8878572603187146,0.5714285714285714,4.159516884571153,0.7870198217776803,0.5714285714285714,0.6862831199384667,0.5714285714285714,0.38467592734955375,0.5714285714285714,BAC,stock
baseline,validation,13,10,-1.5200525591660419,0.10829251386940708,16.91949807280362,0.5,-1.5200525591660419,0.5,1.2418944173508089,-1.618483291240833,0.5,-1.716815690915951,0.5,-2.01122436685099,0.5,BAC,stock
candidate,development,13,18,1.7363218529864741,5.627226878049707,13.840617976814174,0.6666666666666666,1.7363218529864741,0.6666666666666666,1.6755069110877947,1.634636373873056,0.6666666666666666,1.5330524786548452,0.6666666666666666,1.228908776412987,0.6666666666666666,BAC,stock
candidate,holdout,13,14,1.416081239486039,1.3217258490852868,17.533926001272988,0.6428571428571429,1.416081239486039,0.6428571428571429,2.727249260352013,1.31471584094583,0.6428571428571429,1.2134517065400199,0.6428571428571429,0.9102653729549459,0.6428571428571429,BAC,stock
candidate,validation,13,13,2.6232771435536506,1.7821259391306965,14.934970107757794,0.6153846153846154,2.6232771435536506,0.6153846153846154,3.3358157010297256,2.5207051524056814,0.6153846153846154,2.4182356307793302,0.6153846153846154,2.111440349820225,0.6153846153846154,BAC,stock
baseline,development,13,23,4.389756393319533,3.835747725054528,7.1735552401619795,0.5652173913043478,4.389756393319533,0.5652173913043478,2.8480533972634956,4.285418805720025,0.5652173913043478,4.1811854514747475,0.5652173913043478,3.8691092292630866,0.5652173913043478,COST,stock
