family,provider,symbol,as_of_date,endpoint_pattern,http_status,error_classification,retry_count,request_timestamp_utc
security_identity_lifecycle_and_exclusion_classification,massive,TWX,2019-03-31,/v3/reference/tickers/{ticker},404,response,0,2026-08-16T22:21:44.850157Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2016-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T22:21:56.951492Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2018-06-29,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T22:22:09.052158Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2020-03-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T22:22:21.151612Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,2020-12-31,/v3/reference/tickers/{ticker},200,none,0,2026-08-16T22:22:33.251724Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T22:22:45.353538Z
security_identity_lifecycle_and_exclusion_classification,massive,FB,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T22:22:57.452758Z
security_identity_lifecycle_and_exclusion_classification,massive,FDX,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T22:23:09.554803Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T22:23:21.653003Z
security_identity_lifecycle_and_exclusion_classification,massive,IGR,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T22:23:33.753303Z
security_identity_lifecycle_and_exclusion_classification,massive,IPOD,,/vX/reference/tickers/{id}/events,404,response,0,2026-08-16T22:23:45.867324Z
security_identity_lifecycle_and_exclusion_classification,massive,META,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T22:23:57.952611Z
security_identity_lifecycle_and_exclusion_classification,massive,PFF,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T22:24:10.052151Z
security_identity_lifecycle_and_exclusion_classification,massive,PYPL,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T22:24:22.153886Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T22:24:34.252268Z
security_identity_lifecycle_and_exclusion_classification,massive,SPY,,/vX/reference/tickers/{id}/events,200,none,0,2026-08-16T22:24:46.351411Z
security_identity_lifecycle_and_exclusion_classification,massive,TWX,,/vX/reference/tickers/{id}/events,404,response,0,2026-08-16T22:24:58.456947Z
security_identity_lifecycle_and_exclusion_classification,massive,YHOO,,/vX/reference/tickers/{id}/events,404,response,0,2026-08-16T22:25:10.560976Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-16T22:25:34.815554Z
security_identity_lifecycle_and_exclusion_classification,massive,AAPL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-16T22:25:34.815576Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-16T22:25:58.954132Z
security_identity_lifecycle_and_exclusion_classification,massive,GOOGL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-16T22:25:58.954152Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-16T22:26:23.152384Z
security_identity_lifecycle_and_exclusion_classification,massive,SIRI,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-16T22:26:23.152405Z
earnings_event_timing,massive,AAPL,,/vX/reference/financials,200,none,0,2026-08-16T22:26:23.345741Z
earnings_event_timing,massive,GOOGL,,/vX/reference/financials,200,none,0,2026-08-16T22:26:35.449015Z
earnings_event_timing,massive,FDX,,/vX/reference/financials,200,none,0,2026-08-16T22:26:47.547749Z
earnings_event_timing,sec_edgar,,,submissions/CIK{cik}.json,,unverified,0,2026-08-16T22:26:47.547773Z
earnings_event_timing,yahoo_earnings_calendar,,,finance/calendar/earnings,,unverified,0,2026-08-16T22:26:47.547779Z
