family,provider,symbol,as_of_date,endpoint_pattern,http_status,error_classification,retry_count,request_timestamp_utc
security_master_and_corporate_actions,massive,IPOD,2020-09-30,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:42:50.475535Z
security_master_and_corporate_actions,massive,IPOD,2020-09-30,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-12T22:43:02.542266Z
security_master_and_corporate_actions,massive,IPOD,2020-12-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:43:14.645726Z
security_master_and_corporate_actions,massive,TWX,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:43:26.744496Z
security_master_and_corporate_actions,massive,SIRI,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:43:38.878764Z
security_master_and_corporate_actions,massive,SIRI,2016-03-31,/v3/reference/tickers?ticker={ticker}&date={date}&active=False,200,none,0,2026-08-12T22:43:50.974848Z
security_master_and_corporate_actions,massive,SIRI,2018-06-29,/v3/reference/tickers?ticker={ticker}&date={date}&active=True,200,none,0,2026-08-12T22:44:03.070910Z
security_master_and_corporate_actions,massive,AAPL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-12T22:44:15.138280Z
security_master_and_corporate_actions,massive,AAPL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-12T22:44:27.290385Z
security_master_and_corporate_actions,massive,GOOGL,,/v3/reference/splits?ticker={ticker},200,none,0,2026-08-12T22:44:39.337935Z
security_master_and_corporate_actions,massive,GOOGL,,/v3/reference/dividends?ticker={ticker},200,none,0,2026-08-12T22:44:51.452411Z
issuer_fundamentals_and_shares,sec_edgar,AAPL,,submissions/CIK{cik}.json,200,none,0,2026-08-12T22:44:51.602389Z
issuer_fundamentals_and_shares,sec_edgar,AAPL,,api/xbrl/companyfacts/CIK{cik}.json,200,none,0,2026-08-12T22:44:51.831518Z
issuer_fundamentals_and_shares,sec_edgar,GOOGL,,submissions/CIK{cik}.json,200,none,0,2026-08-12T22:44:51.969523Z
issuer_fundamentals_and_shares,sec_edgar,GOOGL,,api/xbrl/companyfacts/CIK{cik}.json,200,none,0,2026-08-12T22:44:52.371071Z
issuer_fundamentals_and_shares,sec_edgar,FDX,,submissions/CIK{cik}.json,200,none,0,2026-08-12T22:44:52.534802Z
issuer_fundamentals_and_shares,sec_edgar,FDX,,api/xbrl/companyfacts/CIK{cik}.json,200,none,0,2026-08-12T22:44:52.836403Z
earnings_event_timing,massive,,,historical earnings schedule,,unsupported_capability,0,2026-08-12T22:44:52.840876Z
earnings_event_timing,yahoo_earnings_calendar,,,calendar/earnings,,unsupported_capability,0,2026-08-12T22:44:52.840897Z
earnings_event_timing,sec_edgar,,,filing acceptance timestamps,,unsupported_capability,0,2026-08-12T22:44:52.840908Z
